,Players,club,league,age,nationality,Position,overall,potential,aggression,standing_tackle,sliding_tackle,marking,diver_trait,work_rate_def,tackling_speciality,argues_with_officials_trait,Total Apps,Total Yellows,Average Yellows/Game,Total Reds,Average Reds/Game,Total Conceded 1+,Average Conceded 1+
2515,Marvin Matip,FC Ingolstadt 04,German 2. Bundesliga,31,Cameroon,Defender,76,76,80,76,73,73,False,Medium,False,False,66.0,11.0,0.16666666666666666,0.0,0.0,41.0,0.6212121212121212
2516,Marvin Plattenhardt,Hertha BSC Berlin,German Bundesliga,25,Germany,Midfielder,78,80,64,78,77,77,False,Medium,False,False,120.0,17.0,0.14166666666666666,0.0,0.0,0.0,0.0
2518,Marvin Sordell,Burton Albion,English Championship,26,England,Forward,69,72,57,39,33,27,False,Low,False,False,13.0,2.0,0.15384615384615385,0.0,0.0,0.0,0.0
2520,Marwin Hitz,FC Augsburg,German Bundesliga,29,Switzerland,Goalkeeper,79,79,25,15,14,15,False,Medium,False,False,109.0,7.0,0.06422018348623854,0.0,0.0,72.0,0.6605504587155964
2521,Mason Holgate,Everton,English Premier League,20,England,Defender,67,82,63,71,70,65,False,Medium,False,False,18.0,2.0,0.1111111111111111,0.0,0.0,9.0,0.5
2522,Massadio Haidara,Newcastle United,English Premier League,24,France,Defender,70,75,74,71,72,70,False,High,False,False,54.0,5.0,0.09259259259259259,0.0,0.0,47.0,0.8703703703703703
2524,Massimo Coda,Benevento Calcio,Italian Serie A,28,Italy,Forward,71,71,48,17,16,17,False,Low,False,False,17.0,2.0,0.11764705882352941,0.0,0.0,0.0,0.0
2525,Massimo Donati,Hamilton Academical FC,Scottish Premiership,36,Italy,Midfielder,66,66,80,63,59,60,False,High,False,False,48.0,10.0,0.20833333333333334,0.0,0.0,0.0,0.0
2526,Massimo Gobbi,Chievo Verona,Italian Serie A,36,Italy,Midfielder,73,73,71,78,79,75,False,High,False,False,159.0,32.0,0.20125786163522014,0.0,0.0,0.0,0.0
2527,Massimo Maccarone,Brisbane Roar,Australian A-League,37,Italy,Forward,75,75,51,27,29,25,True,Low,False,False,99.0,11.0,0.1111111111111111,1.0,0.010101010101010102,0.0,0.0
2528,Massimo Volta,Perugia,Italian Serie B,30,Italy,Defender,70,70,74,73,70,70,False,High,False,False,24.0,8.0,0.3333333333333333,0.0,0.0,27.0,1.125
2530,Matej Vydra,Derby County,English Championship,25,Czech Republic,Forward,70,74,53,28,34,16,False,Medium,False,False,24.0,0.0,0.0,0.0,0.0,0.0,0.0
2531,Mateo Garcia,CA Osasuna,Spanish Segunda Division,20,Argentina,Midfielder,71,83,33,25,20,22,False,Medium,False,False,19.0,0.0,0.0,0.0,0.0,0.0,0.0
2532,Mateo Kovacic,Real Madrid CF,Spanish Primera Division,23,Croatia,Midfielder,82,88,71,69,63,52,False,High,False,False,131.0,13.0,0.09923664122137404,2.0,0.015267175572519083,0.0,0.0
2533,Mateo Musacchio,Milan,Italian Serie A,26,Argentina,Defender,83,86,81,84,86,85,False,Medium,False,False,82.0,14.0,0.17073170731707318,0.0,0.0,31.0,0.3780487804878049
2534,Mateo Pavlovic,Angers SCO,French Ligue 1,27,Croatia,Defender,71,72,78,71,70,68,False,Medium,False,False,16.0,4.0,0.25,1.0,0.0625,14.0,0.875
2537,Mathew Leckie,Hertha BSC Berlin,German Bundesliga,26,Australia,Forward,73,74,73,30,12,15,False,Medium,False,False,62.0,11.0,0.1774193548387097,1.0,0.016129032258064516,0.0,0.0
2538,Mathias Abero,Club Atletico Tigre,Argentinian Superliga,27,Uruguay,Defender,69,70,59,66,68,61,False,High,False,False,10.0,2.0,0.2,0.0,0.0,9.0,0.9
2539,Mathias Autret,Stade Brestois 29,French Ligue 2,26,France,Midfielder,67,68,49,35,31,46,False,Medium,False,False,26.0,0.0,0.0,0.0,0.0,0.0,0.0
2541,Mathias Ranegie,BK Hacken,Swedish Allsvenskan,33,Sweden,Forward,66,66,56,29,17,22,False,Low,False,False,24.0,1.0,0.041666666666666664,0.0,0.0,0.0,0.0
2542,Mathieu Bodmer,Amiens SC Football,French Ligue 1,34,France,Midfielder,73,73,68,72,68,68,False,Medium,False,False,109.0,20.0,0.1834862385321101,0.0,0.0,0.0,0.0
2544,Mathieu Coutadeur,AC Ajaccio,French Ligue 2,31,France,Midfielder,73,73,76,54,57,53,False,Medium,False,False,32.0,2.0,0.0625,0.0,0.0,0.0,0.0
2545,Mathieu Debuchy,Arsenal,English Premier League,31,France,Defender,77,77,79,78,78,78,False,Medium,False,False,80.0,16.0,0.2,1.0,0.0125,50.0,0.625
2546,Mathieu Deplagne,ES Troyes AC,French Ligue 1,25,France,Defender,68,71,81,75,75,71,False,High,False,False,100.0,24.0,0.24,1.0,0.01,57.0,0.57
2547,Mathieu Dossevi,FC Metz,French Ligue 1,29,Togo,Midfielder,74,74,45,30,25,36,False,Medium,False,False,67.0,1.0,0.014925373134328358,0.0,0.0,0.0,0.0
2548,Mathieu Duhamel,US Quevilly-Rouen,French Ligue 2,32,France,Forward,72,72,59,25,22,18,False,Medium,False,False,30.0,1.0,0.03333333333333333,0.0,0.0,0.0,0.0
2550,Mathieu Michel,Angers SCO,French Ligue 1,25,France,Goalkeeper,73,77,17,12,16,13,False,Medium,False,False,23.0,1.0,0.043478260869565216,0.0,0.0,10.0,0.43478260869565216
2551,Mathieu Peybernes,Goztepe,Turkish Super Lig,26,France,Defender,74,76,70,77,69,78,False,Medium,False,False,132.0,16.0,0.12121212121212122,0.0,0.0,86.0,0.6515151515151515
2553,Matias Fernandez,Necaxa,Mexican Liga MX,31,Chile,Midfielder,78,78,50,60,56,52,False,Medium,False,False,109.0,8.0,0.07339449541284404,0.0,0.0,0.0,0.0
2554,Matias Kranevitter,Zenit St. Petersburg,Russian Premier League,24,Argentina,Midfielder,78,85,80,83,79,74,False,Medium,False,False,29.0,7.0,0.2413793103448276,0.0,0.0,0.0,0.0
2556,Matias Silvestre,Sampdoria,Italian Serie A,32,Italy,Defender,75,75,69,79,75,76,False,Medium,False,False,102.0,21.0,0.20588235294117646,0.0,0.0,66.0,0.6470588235294118
2557,Matias Vecino,Inter,Italian Serie A,25,Uruguay,Midfielder,78,81,72,76,72,66,False,High,False,False,113.0,23.0,0.20353982300884957,0.0,0.0,0.0,0.0
2558,Matija Nastasic,FC Schalke 04,German Bundesliga,24,Serbia,Defender,80,84,78,84,86,81,False,High,False,False,74.0,14.0,0.1891891891891892,0.0,0.0,28.0,0.3783783783783784
2559,Mato Jajalo,Palermo,Italian Serie B,29,Bosnia Herzegovina,Midfielder,73,73,71,71,65,61,False,Medium,False,False,69.0,18.0,0.2608695652173913,0.0,0.0,0.0,0.0
2561,Mats Hummels,FC Bayern Munich,German Bundesliga,28,Germany,Defender,88,88,66,92,90,85,False,Medium,True,False,133.0,14.0,0.10526315789473684,1.0,0.007518796992481203,48.0,0.3609022556390977
2564,Matt Jarvis,Norwich City,English Championship,31,England,Midfielder,70,70,60,37,33,33,False,Low,False,False,97.0,1.0,0.010309278350515464,0.0,0.0,0.0,0.0
2566,Matt Ritchie,Newcastle United,English Premier League,27,Scotland,Midfielder,75,75,70,54,53,56,False,Medium,False,False,37.0,5.0,0.13513513513513514,0.0,0.0,0.0,0.0
2567,Matt Targett,Southampton,English Premier League,21,England,Defender,69,80,63,71,68,64,False,Medium,False,False,25.0,1.0,0.04,0.0,0.0,8.0,0.32
2571,Matteo Bianchetti,Hellas Verona,Italian Serie A,24,Italy,Defender,73,76,74,76,72,74,False,High,False,False,27.0,5.0,0.18518518518518517,0.0,0.0,13.0,0.48148148148148145
2572,Matteo Brighi,Perugia,Italian Serie B,36,Italy,Midfielder,70,70,68,56,58,54,False,High,False,False,93.0,11.0,0.11827956989247312,0.0,0.0,0.0,0.0
2573,Matteo Ciofani,Frosinone,Italian Serie B,29,Italy,Defender,69,69,69,72,72,69,False,High,False,False,19.0,2.0,0.10526315789473684,0.0,0.0,29.0,1.5263157894736843
2574,Matteo Darmian,Manchester United,English Premier League,27,Italy,Defender,80,81,76,84,82,81,False,High,False,False,146.0,27.0,0.18493150684931506,0.0,0.0,62.0,0.4246575342465753
2578,Matteo Mancosu,Montreal Impact,USA Major League Soccer,32,Italy,Forward,68,68,59,20,18,14,False,Low,False,False,21.0,2.0,0.09523809523809523,0.0,0.0,0.0,0.0
2579,Matteo Politano,Sassuolo,Italian Serie A,23,Italy,Forward,77,82,60,12,12,12,False,Medium,False,False,59.0,8.0,0.13559322033898305,0.0,0.0,0.0,0.0
2580,Matteo Rubin,Foggia,Italian Serie B,29,Italy,Defender,68,68,73,67,65,61,False,Medium,False,False,34.0,4.0,0.11764705882352941,0.0,0.0,25.0,0.7352941176470589
2586,Matthew Lowton,Burnley,English Premier League,28,England,Defender,76,76,76,74,76,73,False,High,False,False,108.0,25.0,0.23148148148148148,0.0,0.0,97.0,0.8981481481481481
2589,Matthias Ginter,Borussia Monchengladbach,German Bundesliga,23,Germany,Defender,78,82,68,79,77,76,False,Medium,False,False,124.0,9.0,0.07258064516129033,0.0,0.0,80.0,0.6451612903225806
2591,Matthias Lehmann,1. FC Koln,German Bundesliga,34,Germany,Midfielder,76,76,76,75,73,69,False,High,False,False,85.0,23.0,0.27058823529411763,0.0,0.0,0.0,0.0
2592,Matthias Ostrzolek,Hannover 96,German Bundesliga,27,Germany,Defender,74,74,74,76,77,75,False,Medium,False,False,139.0,28.0,0.2014388489208633,0.0,0.0,98.0,0.7050359712230215
2593,Matthias Zimmermann,VfB Stuttgart,German Bundesliga,25,Germany,Midfielder,69,73,75,70,69,68,False,High,False,False,17.0,2.0,0.11764705882352941,0.0,0.0,0.0,0.0
2595,Matthieu Saunier,Granada CF,Spanish Segunda Division,27,France,Defender,72,73,68,72,76,71,False,Medium,False,False,58.0,9.0,0.15517241379310345,0.0,0.0,63.0,1.0862068965517242
2597,Matti Lund Nielsen,Sarpsborg 08 FF,Norwegian Eliteserien,29,Denmark,Midfielder,64,64,54,55,54,56,False,High,False,False,19.0,1.0,0.05263157894736842,0.0,0.0,0.0,0.0
2599,Mattia Caldara,Atalanta,Italian Serie A,23,Italy,Defender,76,85,72,79,76,78,False,Medium,False,False,31.0,4.0,0.12903225806451613,0.0,0.0,14.0,0.45161290322580644
2600,Mattia Cassani,Bari,Italian Serie B,33,Italy,Defender,72,72,70,73,72,69,False,Medium,False,False,91.0,21.0,0.23076923076923078,0.0,0.0,55.0,0.6043956043956044
2601,Mattia De Sciglio,Juventus,Italian Serie A,24,Italy,Defender,76,81,72,78,78,72,False,Medium,False,False,107.0,16.0,0.14953271028037382,2.0,0.018691588785046728,57.0,0.5327102803738317
2602,Mattia Destro,Bologna,Italian Serie A,26,Italy,Forward,76,79,60,22,20,12,False,Low,False,False,129.0,29.0,0.2248062015503876,0.0,0.0,0.0,0.0
2603,Mattia Perin,Genoa,Italian Serie A,24,Italy,Goalkeeper,83,88,25,12,19,14,False,Medium,False,False,139.0,5.0,0.03597122302158273,3.0,0.02158273381294964,103.0,0.7410071942446043
2604,Mattia Valoti,Hellas Verona,Italian Serie A,23,Italy,Midfielder,68,72,43,36,40,23,False,Medium,False,False,10.0,4.0,0.4,0.0,0.0,0.0,0.0
2609,Mauricio,Lazio,Italian Serie A,28,Brazil,Defender,79,79,84,79,79,80,False,Medium,False,False,39.0,21.0,0.5384615384615384,1.0,0.02564102564102564,18.0,0.46153846153846156
2610,Mauricio Isla,Fenerbahce SK,Turkish Super Lig,29,Chile,Midfielder,76,76,76,72,76,71,False,Medium,False,False,89.0,15.0,0.16853932584269662,0.0,0.0,0.0,0.0
2611,Mauricio Lemos,UD Las Palmas,Spanish Primera Division,21,Uruguay,Defender,77,83,77,77,80,78,False,Medium,False,False,33.0,11.0,0.3333333333333333,0.0,0.0,33.0,1.0
2612,Mauricio Pinilla,Free Agent,Rest Of The World,33,Chile,Forward,75,75,78,26,18,14,False,Medium,False,False,112.0,38.0,0.3392857142857143,4.0,0.03571428571428571,0.0,0.0
2615,Mauro Dos Santos,CD Leganes,Spanish Primera Division,27,Argentina,Defender,75,76,81,76,74,73,False,Medium,False,False,70.0,16.0,0.22857142857142856,1.0,0.014285714285714285,56.0,0.8
2617,Mauro Goicoechea,Toulouse FC,French Ligue 1,29,Uruguay,Defender,72,72,39,23,24,18,False,Medium,False,False,15.0,1.0,0.06666666666666667,0.0,0.0,14.0,0.9333333333333333
2618,Mauro Goicoechea,Toulouse FC,French Ligue 1,29,Uruguay,Goalkeeper,72,72,39,23,24,18,False,Medium,False,False,11.0,1.0,0.09090909090909091,0.0,0.0,5.0,0.45454545454545453
2619,Mauro Icardi,Inter,Italian Serie A,24,Argentina,Forward,84,89,55,21,21,17,False,Low,False,False,155.0,10.0,0.06451612903225806,0.0,0.0,0.0,0.0
2620,Mauro Zarate,Watford,English Premier League,30,Argentina,Forward,77,77,66,34,30,22,False,Low,False,False,52.0,6.0,0.11538461538461539,1.0,0.019230769230769232,0.0,0.0
2622,Max Christiansen,FC Ingolstadt 04,German 2. Bundesliga,20,Germany,Midfielder,69,78,78,70,67,56,False,Medium,False,False,31.0,5.0,0.16129032258064516,0.0,0.0,0.0,0.0
2624,Max Gradel,Toulouse FC,French Ligue 1,29,Ivory Coast,Midfielder,77,77,59,40,35,38,False,Medium,False,False,97.0,13.0,0.13402061855670103,0.0,0.0,0.0,0.0
2625,Max Grun,VfL Wolfsburg,German Bundesliga,30,Germany,Goalkeeper,68,68,44,14,13,11,False,Medium,False,False,27.0,0.0,0.0,0.0,0.0,23.0,0.8518518518518519
2626,Max Kruse,SV Werder Bremen,German Bundesliga,29,Germany,Forward,82,82,63,38,34,32,False,Medium,False,False,98.0,8.0,0.08163265306122448,0.0,0.0,0.0,0.0
2627,Max Kruse,SV Werder Bremen,German Bundesliga,29,Germany,Midfielder,82,82,63,38,34,32,False,Medium,False,False,57.0,2.0,0.03508771929824561,0.0,0.0,0.0,0.0
2628,Max Meyer,FC Schalke 04,German Bundesliga,21,Germany,Midfielder,79,86,61,36,27,32,False,Medium,False,False,122.0,11.0,0.09016393442622951,0.0,0.0,0.0,0.0
2630,Maxi Moralez,New York City Football Club,USA Major League Soccer,30,Argentina,Midfielder,72,72,65,57,49,54,False,Medium,False,False,108.0,10.0,0.09259259259259259,0.0,0.0,0.0,0.0
2631,Maxime Barthelme,La Berrichonne de Chateauroux,French Ligue 2,28,France,Midfielder,71,71,69,67,69,65,False,High,False,False,100.0,3.0,0.03,1.0,0.01,0.0,0.0
2632,Maxime Colin,Birmingham City,English Championship,25,France,Defender,71,75,69,72,70,69,False,Medium,False,False,18.0,2.0,0.1111111111111111,0.0,0.0,16.0,0.8888888888888888
2633,Maxime Dupe,FC Nantes,French Ligue 1,24,France,Goalkeeper,72,76,35,11,11,12,False,Medium,False,False,34.0,2.0,0.058823529411764705,0.0,0.0,19.0,0.5588235294117647
2634,Maxime Gonalons,Roma,Italian Serie A,28,France,Midfielder,80,80,85,82,75,78,False,High,False,False,170.0,31.0,0.18235294117647058,1.0,0.0058823529411764705,0.0,0.0
2635,Maxime Le Marchand,OGC Nice,French Ligue 1,27,France,Defender,76,78,79,76,75,75,False,High,False,False,36.0,6.0,0.16666666666666666,1.0,0.027777777777777776,14.0,0.3888888888888889
2636,Maxime Lestienne,Rubin Kazan,Russian Premier League,25,Belgium,Forward,76,77,71,27,34,29,True,Medium,False,False,23.0,2.0,0.08695652173913043,0.0,0.0,0.0,0.0
2637,Maxime Poundje,Girondins de Bordeaux,French Ligue 1,24,France,Defender,71,74,77,70,67,68,False,Medium,False,False,53.0,8.0,0.1509433962264151,3.0,0.05660377358490566,35.0,0.660377358490566
2638,Maximilian Arnold,VfL Wolfsburg,German Bundesliga,23,Germany,Midfielder,79,84,66,71,66,60,False,Medium,False,False,124.0,24.0,0.1935483870967742,2.0,0.016129032258064516,0.0,0.0
2639,Maximilian Philipp,Borussia Dortmund,German Bundesliga,23,Germany,Forward,78,83,55,33,29,23,False,Medium,False,False,50.0,9.0,0.18,0.0,0.0,0.0,0.0
2640,Maximiliano Olivera,Fiorentina,Italian Serie A,25,Uruguay,Defender,70,75,64,72,72,66,False,Medium,False,False,18.0,4.0,0.2222222222222222,0.0,0.0,18.0,1.0
2641,Maya Yoshida,Southampton,English Premier League,28,Japan,Defender,75,75,66,79,76,76,False,High,False,False,105.0,7.0,0.06666666666666667,0.0,0.0,65.0,0.6190476190476191
2642,Maynor Figueroa,FC Dallas,USA Major League Soccer,34,Honduras,Defender,68,68,71,72,68,67,False,Medium,False,False,68.0,11.0,0.16176470588235295,1.0,0.014705882352941176,55.0,0.8088235294117647
2643,McDonald Mariga,Real Oviedo,Spanish Segunda Division,30,Kenya,Midfielder,72,72,74,69,67,64,False,High,False,False,11.0,2.0,0.18181818181818182,0.0,0.0,0.0,0.0
2644,Mehdi Abeid,Dijon FCO,French Ligue 1,24,Algeria,Midfielder,71,74,75,66,60,62,False,Medium,False,False,40.0,8.0,0.2,0.0,0.0,0.0,0.0
2645,Mehdi Carcela-Gonzalez,Olympiakos CFP,Greek Super League,28,Morocco,Midfielder,77,77,38,38,30,25,False,Medium,False,False,22.0,6.0,0.2727272727272727,0.0,0.0,0.0,0.0
2646,Mehdi Zeffane,Stade Rennais FC,French Ligue 1,25,Algeria,Defender,69,71,71,62,65,65,False,Medium,False,False,17.0,1.0,0.058823529411764705,0.0,0.0,10.0,0.5882352941176471
2647,Mehdi Zeffane,Stade Rennais FC,French Ligue 1,25,Algeria,Midfielder,69,71,71,62,65,65,False,Medium,False,False,12.0,1.0,0.08333333333333333,0.0,0.0,0.0,0.0
2648,Mehmet Ekici,Fenerbahce SK,Turkish Super Lig,27,Turkey,Midfielder,77,77,70,67,49,58,False,Medium,False,False,20.0,4.0,0.2,0.0,0.0,0.0,0.0
2650,Melvyn Lorenzen,ADO Den Haag,Holland Eredivisie,22,Uganda,Forward,64,71,44,35,36,29,False,Medium,False,False,14.0,0.0,0.0,0.0,0.0,0.0,0.0
2651,Memphis Depay,Olympique Lyonnais,French Ligue 1,23,Netherlands,Midfielder,79,84,62,31,20,24,False,Medium,False,False,50.0,4.0,0.08,0.0,0.0,0.0,0.0
2652,Mergim Mavraj,Hamburger SV,German Bundesliga,31,Albania,Defender,76,76,74,81,76,80,False,Medium,False,False,89.0,13.0,0.14606741573033707,0.0,0.0,58.0,0.651685393258427
2653,Mervan Celik,BK Hacken,Swedish Allsvenskan,27,Sweden,Midfielder,70,70,73,22,21,22,False,Low,False,False,23.0,4.0,0.17391304347826086,0.0,0.0,0.0,0.0
2654,Mesut Ozil,Arsenal,English Premier League,28,Germany,Midfielder,88,88,48,16,19,22,False,Low,False,False,151.0,11.0,0.0728476821192053,0.0,0.0,0.0,0.0
2655,Mexer,Stade Rennais FC,French Ligue 1,28,Mozambique,Defender,77,78,78,78,75,77,False,Medium,False,False,74.0,10.0,0.13513513513513514,0.0,0.0,39.0,0.527027027027027
2656,Micah Richards,Aston Villa,English Championship,29,England,Defender,73,73,84,73,75,61,False,Medium,False,False,43.0,7.0,0.16279069767441862,0.0,0.0,45.0,1.0465116279069768
2657,Michael Bradley,Toronto FC,USA Major League Soccer,29,United States,Midfielder,78,78,81,73,71,71,False,High,False,False,40.0,7.0,0.175,0.0,0.0,0.0,0.0
2658,Michael Carrick,Manchester United,English Premier League,35,England,Midfielder,80,80,64,76,70,73,False,Medium,False,False,134.0,15.0,0.11194029850746269,0.0,0.0,0.0,0.0
2659,Michael Ciani,LA Galaxy,USA Major League Soccer,33,France,Defender,72,72,80,79,68,74,False,Medium,False,False,32.0,7.0,0.21875,0.0,0.0,26.0,0.8125
2660,Michael Dawson,Hull City,English Championship,33,England,Defender,74,74,78,76,72,75,False,High,False,False,109.0,21.0,0.1926605504587156,0.0,0.0,86.0,0.7889908256880734
2662,Michael Esser,Hannover 96,German Bundesliga,29,Germany,Goalkeeper,75,75,40,15,16,14,False,Medium,False,False,28.0,3.0,0.10714285714285714,0.0,0.0,26.0,0.9285714285714286
2664,Michael Frey,FC Zurich,Swiss Super League,22,Switzerland,Forward,68,74,29,20,16,22,False,Medium,False,False,15.0,2.0,0.13333333333333333,0.0,0.0,0.0,0.0
2665,Michael Gregoritsch,FC Augsburg,German Bundesliga,23,Austria,Forward,74,79,58,40,38,35,False,Low,False,False,55.0,10.0,0.18181818181818182,0.0,0.0,0.0,0.0
2668,Michael Hector,Hull City,English Championship,24,Jamaica,Defender,71,77,84,74,66,66,False,Medium,False,False,23.0,4.0,0.17391304347826086,1.0,0.043478260869565216,17.0,0.7391304347826086
2670,Michael Keane,Everton,English Premier League,24,England,Defender,81,87,68,82,80,84,False,High,False,False,57.0,5.0,0.08771929824561403,0.0,0.0,37.0,0.6491228070175439
2671,Michael Kightly,Southend United,English League One,31,England,Midfielder,70,70,48,39,33,24,False,High,False,False,44.0,5.0,0.11363636363636363,0.0,0.0,0.0,0.0
2672,Michael Krohn-Dehli,Sevilla FC,Spanish Primera Division,34,Denmark,Midfielder,79,79,67,73,61,54,False,Medium,False,False,129.0,22.0,0.17054263565891473,0.0,0.0,0.0,0.0
2673,Michael Mancienne,Nottingham Forest,English Championship,29,England,Defender,72,72,70,73,70,70,False,High,False,False,33.0,3.0,0.09090909090909091,0.0,0.0,25.0,0.7575757575757576
2675,Michael Pereira,Evkur Yeni Malatyaspor,Turkish Super Lig,29,France,Forward,69,69,63,52,46,39,False,Low,False,False,43.0,7.0,0.16279069767441862,0.0,0.0,0.0,0.0
2679,Michael Santos,Real Sporting de Gijon,Spanish Segunda Division,24,Uruguay,Forward,73,79,72,31,27,23,False,Medium,False,False,14.0,3.0,0.21428571428571427,0.0,0.0,0.0,0.0
2681,Michael Turner,Southend United,English League One,33,England,Defender,70,70,83,69,66,71,False,Medium,False,False,48.0,13.0,0.2708333333333333,0.0,0.0,44.0,0.9166666666666666
2684,Michail Antonio,West Ham United,English Premier League,27,England,Midfielder,80,81,75,56,53,44,False,High,False,False,55.0,8.0,0.14545454545454545,0.0,0.0,0.0,0.0
2685,Michal Kadlec,Sparta Praha,Czech Liga,32,Czech Republic,Defender,72,72,75,71,69,73,False,Medium,False,False,14.0,1.0,0.07142857142857142,0.0,0.0,6.0,0.42857142857142855
2686,Michel Macedo,UD Las Palmas,Spanish Primera Division,27,Brazil,Defender,76,77,80,75,78,63,False,Medium,False,False,38.0,8.0,0.21052631578947367,0.0,0.0,36.0,0.9473684210526315
2687,Michel Morganella,Palermo,Italian Serie B,28,Switzerland,Defender,68,68,69,75,70,69,False,High,False,False,75.0,19.0,0.25333333333333335,1.0,0.013333333333333334,71.0,0.9466666666666667
2688,Michel Vorm,Tottenham Hotspur,English Premier League,33,Netherlands,Goalkeeper,79,79,23,11,14,15,False,Medium,False,False,62.0,3.0,0.04838709677419355,1.0,0.016129032258064516,34.0,0.5483870967741935
2690,Michele Canini,Cremonese,Italian Serie B,32,Italy,Defender,72,72,69,74,70,73,False,High,False,False,41.0,10.0,0.24390243902439024,0.0,0.0,33.0,0.8048780487804879
2692,Michele Fornasier,Pescara,Italian Serie B,23,Italy,Defender,68,76,65,72,69,69,False,Medium,False,False,31.0,4.0,0.12903225806451613,0.0,0.0,32.0,1.032258064516129
2695,Michy Batshuayi,Chelsea,English Premier League,23,Belgium,Forward,80,85,61,26,22,16,False,Low,False,False,81.0,7.0,0.08641975308641975,0.0,0.0,0.0,0.0
2696,Mickael Le Bihan,OGC Nice,French Ligue 1,27,France,Defender,72,72,67,40,39,39,False,Medium,False,False,13.0,0.0,0.0,0.0,0.0,2.0,0.15384615384615385
2698,Mickael Tacalfred,AJ Auxerre,French Ligue 2,36,France,Defender,68,68,72,69,69,69,False,High,False,False,105.0,13.0,0.12380952380952381,1.0,0.009523809523809525,72.0,0.6857142857142857
2699,Migjen Basha,Bari,Italian Serie B,30,Albania,Midfielder,71,71,77,70,70,60,False,Medium,False,False,51.0,7.0,0.13725490196078433,2.0,0.0392156862745098,0.0,0.0
